kanal_zeitstempel,nachricht_id,text,geparst_json,aktion
2026-09-16T09:22:26+00:00,72033,no open orders,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-16T09:41:53+00:00,72034,"🇩🇪  GERMAN DAX INDEX
BOUGHT LONG ⬆️️ = 100%

ENTRY = 25464

STOP = 25421.8","{""is_signal"": true, ""action"": ""open"", ""index"": ""DAX"", ""direction"": ""long"", ""entry_level"": 25464.0, ""stop_level"": 25421.8, ""target_level"": null}",trade_eroeffnet
2026-09-16T09:53:52+00:00,72035,"CLOSE TRADE ALERT 

🇩🇪 CLOSING DAX INDEX trade now","{""is_signal"": true, ""action"": ""close"", ""index"": ""DAX"", ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_geschlossen
2026-09-16T09:54:04+00:00,72036,-18,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-16T11:10:16+00:00,72038,"Two small losses. Expresso didn't work. Took my loss early. ANTI on the SRS - I had the best intentions and explained you my reasoning for taking it - was clearly the wrong direction. As soon as I realized that, I got out.  Thank you for being here.","{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-16T13:19:51+00:00,72039,"Good afternoon,

Europe has had its turn. Now let’s see what our American friends have prepared for us. 🇺🇸

I’ll start today’s US session at 15:25 CEST, 5 minutes before the US cash open.

I’m flying solo again and will continue covering both the European and US sessions throughout the rest of the week.

Once I’m live on Tom’s YouTube channel, I’ll share the link here.

For those who prefer less latency, the low-latency audio feed is available here:
https://divergent.uk/tom/

You can combine the YouTube video with the Divergent audio if your connection allows it.

Comments are disabled on YouTube and in this Telegram group. If you have a question that might be useful to discuss on stream, send me a private Telegram message.

Disclaimer

I trade live using a real account. This is not financial advice, and please do not copy my trades.

There will be winning trades. There will be losing trades. And occasionally there will be trades where five minutes later we stare at the chart wondering why we thought that was such a magnificent idea.

Trading involves risk, and past performance is not indicative of future results. Always do your own research.

Full disclaimer:
https://tradertom.com/disclaimer/

See you at 15:25 CEST.

Karaoke Andi","{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-16T15:26:33+00:00,72041,https://youtube.com/live/UGeLF43K3v0?feature=share,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-16T15:26:36+00:00,72042,live on all 3,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-16T15:30:29+00:00,72044,"🇺🇸 DOW JONES INDEX
SOLD SHORT 🔻 = 100%

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""DOW"", ""direction"": ""short"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-16T15:34:18+00:00,72045,"CLOSE TRADE ALERT 

🇺🇸 CLOSING DOW INDEX trade now","{""is_signal"": true, ""action"": ""close"", ""index"": ""DOW"", ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_geschlossen
2026-09-16T15:34:21+00:00,72046,+8,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-16T15:53:58+00:00,72047,"🇺🇸 DOW JONES INDEX
BOUGHT LONG ⬆️️ = 100%

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""DOW"", ""direction"": ""long"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-16T13:54:34.685890+00:00,72047,"🇺🇸 DOW JONES INDEX
BOUGHT LONG ⬆️️ = 100%

ENTRY = 52054,8

STOP = 51991.3","{""is_signal"": true, ""action"": ""open"", ""index"": ""DOW"", ""direction"": ""long"", ""entry_level"": 520548.0, ""stop_level"": 51991.3, ""target_level"": null}",levels_aktualisiert
2026-09-16T16:01:35+00:00,72048,SL to 989.4,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-16T16:05:43+00:00,72049,Stopped out,"{""is_signal"": true, ""action"": ""close"", ""index"": ""DOW"", ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_geschlossen
2026-09-16T16:05:46+00:00,72050,"🇺🇸 DOW JONES INDEX
SOLD SHORT 🔻 = 100%

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""DOW"", ""direction"": ""short"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-16T14:06:25.439366+00:00,72050,"🇺🇸 DOW JONES INDEX
SOLD SHORT 🔻 = 100%

ENTRY = 51987.2

STOP = 52061.4","{""is_signal"": true, ""action"": ""open"", ""index"": ""DOW"", ""direction"": ""short"", ""entry_level"": 51987.2, ""stop_level"": 52061.4, ""target_level"": null}",levels_aktualisiert
2026-09-16T16:09:28+00:00,72051,"🇺🇸 NASDAQ INDEX
BOUGHT LONG ⬆️️ = 100%

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""NASDAQ"", ""direction"": ""long"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-16T14:09:58.182204+00:00,72051,"🇺🇸 NASDAQ INDEX
BOUGHT LONG ⬆️️ = 100%

ENTRY = 29157

STOP =29112.3","{""is_signal"": true, ""action"": ""open"", ""index"": ""NASDAQ"", ""direction"": ""long"", ""entry_level"": 29157.0, ""stop_level"": 29112.3, ""target_level"": null}",levels_aktualisiert
2026-09-16T16:13:16+00:00,72052,Stopped out of the nasdaq -44.7,"{""is_signal"": true, ""action"": ""close"", ""index"": ""NASDAQ"", ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",schliessung_ohne_position
2026-09-16T16:13:25+00:00,72053,"🇺🇸 DOW JONES INDEX
SOLD SHORT 🔻 = 100%

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""DOW"", ""direction"": ""short"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-16T14:13:56.828188+00:00,72053,"🇺🇸 DOW JONES INDEX
SOLD SHORT 🔻 = 100%

ENTRY = 51959.8

STOP = 52059.8","{""is_signal"": true, ""action"": ""open"", ""index"": ""DOW"", ""direction"": ""short"", ""entry_level"": 51959.8, ""stop_level"": 52059.8, ""target_level"": null}",levels_aktualisiert
2026-09-16T16:17:24+00:00,72054,Status so far. 2 open positions,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-16T16:20:24+00:00,72055,Sl to BE on first. 2nd stop on 1st entray,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-16T16:21:09+00:00,72057,closed second entry,"{""is_signal"": true, ""action"": ""close"", ""index"": ""DOW"", ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_geschlossen
2026-09-16T16:21:16+00:00,72058,now one dow left with sl at BE,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-16T16:21:36+00:00,72059,+34.7,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-16T16:22:25+00:00,72060,"CLOSE TRADE ALERT 

🇺🇸 CLOSING DOW INDEX trade now","{""is_signal"": true, ""action"": ""close"", ""index"": ""DOW"", ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",schliessung_ohne_position
2026-09-16T16:22:43+00:00,72061,+63,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-16T20:42:01+00:00,72063,"Ro4 Dow. Long order at 52025, short at 51769. SL is huge. Size down or skip","{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-16T20:57:42+00:00,72064,VERY short Dow now...looks weak,"{""is_signal"": true, ""action"": ""open"", ""index"": ""DOW"", ""direction"": ""short"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-16T20:59:49+00:00,72065,Closing now before h1 candle concludes,"{""is_signal"": true, ""action"": ""close"", ""index"": ""DOW"", ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_geschlossen
2026-09-16T21:02:26+00:00,72066,Might short again depending on 5m bar close. Need to leave you now. Good luck.,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T07:30:11+00:00,72067,"Good morning,

Another day, another DAX open. 🇩🇪

I’ll start today’s European session at 08:55 CEST, 5 minutes before the DAX cash open.

I’m flying solo again today and throughout the rest of the week, covering both the European and US sessions.

Once I’m live on Tom’s YouTube channel, I’ll share the link here.

For those who prefer less latency, the low-latency audio feed is available here:
https://divergent.uk/tom/

You can combine the YouTube video with the Divergent audio if your connection allows it.

Comments are disabled on YouTube and in this Telegram group. If you have a question that might be useful to discuss on stream, send me a private Telegram message.

Disclaimer

I trade live using a real account. This is not financial advice, and please do not copy my trades.

There will be winning trades. There will be losing trades. Both are part of trading.

Trading involves risk, and past performance is not indicative of future results. Always do your own research.

Full disclaimer:
https://tradertom.com/disclaimer/

Coffee ready. Charts ready. Whether the DAX is ready to behave itself remains to be seen.

See you at 08:55 CEST.

Karaoke Andi","{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T08:01:57+00:00,72068,"Allow me one remark about yesterday's FOMC release. 

I received a lot of questions regarding the expected rate hike.

What did I say? I said ""anything can happen"".

Now here is the lesson:

""95% probability of a hike"" tells you something about expectations for the Fed decision. 

It does not mean:

95% probability of Dow going up

95% probability of Dow going down

or even 95% probability of anything useful for your next trade.

We navigate uncertainty. We react, not predict.

See you at 8:55","{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T08:56:33+00:00,72070,"Look, you are not alone.","{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T08:56:42+00:00,72071,https://youtube.com/live/jKqTQhxV4UQ?feature=share,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T08:56:46+00:00,72072,Live on all 3,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T09:00:22+00:00,72073,"🇩🇪  GERMAN DAX INDEX
SOLD S

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""DAX"", ""direction"": ""short"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-17T09:03:18+00:00,72075,stopped out -30,"{""is_signal"": true, ""action"": ""close"", ""index"": ""DAX"", ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_geschlossen
2026-09-17T09:06:26+00:00,72076,one long order in DAX still active,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T09:08:34+00:00,72077,"🇩🇪  GERMAN DAX INDEX
BOUGHT LONG ⬆️️ = 100%

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""DAX"", ""direction"": ""long"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-17T07:09:09.023856+00:00,72077,"🇩🇪  GERMAN DAX INDEX
BOUGHT LONG ⬆️️ = 100%

ENTRY = 25698.4

STOP = 25648.4","{""is_signal"": true, ""action"": ""open"", ""index"": ""DAX"", ""direction"": ""long"", ""entry_level"": 25698.4, ""stop_level"": 25648.4, ""target_level"": null}",levels_aktualisiert
2026-09-17T09:10:16+00:00,72078,"🇬🇧 FTSE 100 INDEX
BOUGHT LONG ⬆️️ = 100%

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""FTSE"", ""direction"": ""long"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-17T07:10:42.762724+00:00,72078,"🇬🇧 FTSE 100 INDEX
BOUGHT LONG ⬆️️ = 100%

ENTRY = 10752.7

STOP = 10727.7","{""is_signal"": true, ""action"": ""open"", ""index"": ""FTSE"", ""direction"": ""long"", ""entry_level"": 10752.7, ""stop_level"": 10727.7, ""target_level"": null}",levels_aktualisiert
2026-09-17T09:11:02+00:00,72079,"CLOSE TRADE ALERT 

🇩🇪 CLOSING DAX INDEX trade now","{""is_signal"": true, ""action"": ""close"", ""index"": ""DAX"", ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_geschlossen
2026-09-17T09:11:11+00:00,72080,"STOP LOSS ALERT 

🇬🇧 MOVING STOP TO BREAKEVEN in FTSE INDEX now","{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T09:11:18+00:00,72081,closed half of FTSE,"{""is_signal"": true, ""action"": ""close"", ""index"": ""FTSE"", ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_geschlossen
2026-09-17T09:11:59+00:00,72082,Status so far,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T09:13:19+00:00,72083,"CLOSE TRADE ALERT 

🇬🇧 CLOSING FTSE INDEX trade now","{""is_signal"": true, ""action"": ""close"", ""index"": ""FTSE"", ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",schliessung_ohne_position
2026-09-17T09:13:35+00:00,72084,+17.9 on second half,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T09:35:19+00:00,72085,"🇩🇪  GERMAN DAX INDEX
SOLD SHORT 🔻 = 100%

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""DAX"", ""direction"": ""short"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-17T07:36:20.623083+00:00,72085,"🇩🇪  GERMAN DAX INDEX
SOLD SHORT 🔻 = 100%

ENTRY = 25698.3

STOP = 25754.6","{""is_signal"": true, ""action"": ""open"", ""index"": ""DAX"", ""direction"": ""short"", ""entry_level"": 25698.3, ""stop_level"": 25754.6, ""target_level"": null}",levels_aktualisiert
2026-09-17T09:44:59+00:00,72086,closed half,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T09:45:31+00:00,72087,-8,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T07:45:59.459878+00:00,72085,"🇩🇪  GERMAN DAX INDEX
SOLD SHORT 🔻 = 100%

ENTRY = 25698.3

STOP = 25755","{""is_signal"": true, ""action"": ""open"", ""index"": ""DAX"", ""direction"": ""short"", ""entry_level"": 25698.3, ""stop_level"": 25755.0, ""target_level"": null}",levels_aktualisiert
2026-09-17T09:49:33+00:00,72088,"🇩🇪  GERMAN DAX INDEX
SOLD SHORT 🔻 = 50%

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""DAX"", ""direction"": ""short"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-17T07:50:03.413288+00:00,72088,"🇩🇪  GERMAN DAX INDEX
SOLD SHORT 🔻 = 50%

ENTRY = 25690.2

STOP =25740.2","{""is_signal"": true, ""action"": ""open"", ""index"": ""DAX"", ""direction"": ""short"", ""entry_level"": 25690.2, ""stop_level"": 25740.2, ""target_level"": null}",levels_aktualisiert
2026-09-17T09:50:23+00:00,72089,"🇩🇪  GERMAN DAX INDEX
SOLD SHORT 🔻 = 50%

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""DAX"", ""direction"": ""short"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-17T07:50:48.422847+00:00,72089,"🇩🇪  GERMAN DAX INDEX
SOLD SHORT 🔻 = 50%

ENTRY = 25679.2

STOP = 25729.2","{""is_signal"": true, ""action"": ""open"", ""index"": ""DAX"", ""direction"": ""short"", ""entry_level"": 25679.2, ""stop_level"": 25729.2, ""target_level"": null}",levels_aktualisiert
2026-09-17T09:51:21+00:00,72090,"CLOSE TRADE ALERT 

🇩🇪 CLOSING DAX INDEX trade now","{""is_signal"": true, ""action"": ""close"", ""index"": ""DAX"", ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_geschlossen
2026-09-17T11:13:31+00:00,72093,"The next one who calls me ""Mr. Andi"" or says ""Hello Karaoke"" will get roasted","{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T14:38:51+00:00,72094,"Good afternoon,

Europe has had its turn. Now let’s see what our American friends have prepared for us. 🇺🇸

I’ll start today’s US session at 15:25 CEST, 5 minutes before the US cash open.

I’m flying solo again and will continue covering both the European and US sessions throughout the rest of the week.

Once I’m live on Tom’s YouTube channel, I’ll share the link here.

For those who prefer less latency, the low-latency audio feed is available here:
https://divergent.uk/tom/

You can combine the YouTube video with the Divergent audio if your connection allows it.

Comments are disabled on YouTube and in this Telegram group. If you have a question that might be useful to discuss on stream, send me a private Telegram message.

Disclaimer

I trade live using a real account. This is not financial advice, and please do not copy my trades.

There will be winning trades. There will be losing trades. And occasionally there will be trades where five minutes later we stare at the chart wondering why we thought that was such a magnificent idea.

Trading involves risk, and past performance is not indicative of future results. Always do your own research.

Full disclaimer:
https://tradertom.com/disclaimer/

See you at 15:25 CEST.

Karaoke Andi","{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T15:24:49+00:00,72096,https://youtube.com/live/y0iAYxCVjNg?feature=share,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T15:24:55+00:00,72097,Live on all 3,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T15:31:52+00:00,72098,"🇺🇸 NASDAQ INDEX
SOLD SHORT 🔻 = 100%

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""NASDAQ"", ""direction"": ""short"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-17T15:33:27+00:00,72099,"🇺🇸 NASDAQ INDEX
SOLD SHORT 🔻 = 100%

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""NASDAQ"", ""direction"": ""short"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-17T15:33:52+00:00,72100,"CLOSE TRADE ALERT 

🇺🇸 CLOSING NASDAQ INDEX trade now","{""is_signal"": true, ""action"": ""close"", ""index"": ""NASDAQ"", ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_geschlossen
2026-09-17T15:50:37+00:00,72102,"🇺🇸 DOW JONES INDEX
SOLD SHORT 🔻 = 50%

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""DOW"", ""direction"": ""short"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-17T13:52:29.287898+00:00,72102,"🇺🇸 DOW JONES INDEX
SOLD SHORT 🔻 = 50%

ENTRY = 51759.4

STOP = 51908","{""is_signal"": true, ""action"": ""open"", ""index"": ""DOW"", ""direction"": ""short"", ""entry_level"": 51759.4, ""stop_level"": 51908.0, ""target_level"": null}",levels_aktualisiert
2026-09-17T15:55:28+00:00,72103,SL to 51799.6,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T16:00:19+00:00,72104,"CLOSE TRADE ALERT 

🇺🇸 CLOSING DOW INDEX trade now","{""is_signal"": true, ""action"": ""close"", ""index"": ""DOW"", ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_geschlossen
2026-09-17T16:01:27+00:00,72105,"🇺🇸 DOW JONES INDEX
SOLD SHORT 🔻 = 100%

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""DOW"", ""direction"": ""short"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-17T14:02:06.507494+00:00,72105,"🇺🇸 DOW JONES INDEX
SOLD SHORT 🔻 = 100%

ENTRY = 51651.2

STOP = 51798.8","{""is_signal"": true, ""action"": ""open"", ""index"": ""DOW"", ""direction"": ""short"", ""entry_level"": 51651.2, ""stop_level"": 51798.8, ""target_level"": null}",levels_aktualisiert
2026-09-17T16:19:45+00:00,72106,"closed half, reducing exposure","{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T16:21:47+00:00,72108,stopped out,"{""is_signal"": true, ""action"": ""close"", ""index"": ""DOW"", ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_geschlossen
2026-09-17T16:21:50+00:00,72109,"🇺🇸 DOW JONES INDEX
BOUGHT LONG ⬆️️ = 100%

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""DOW"", ""direction"": ""long"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-17T14:22:24.415379+00:00,72109,"🇺🇸 DOW JONES INDEX
BOUGHT LONG ⬆️️ = 100%

ENTRY = 51799.7

STOP = 51684.3","{""is_signal"": true, ""action"": ""open"", ""index"": ""DOW"", ""direction"": ""long"", ""entry_level"": 51799.7, ""stop_level"": 51684.3, ""target_level"": null}",levels_aktualisiert
2026-09-17T16:23:30+00:00,72110,"🇺🇸 NASDAQ INDEX
BOUGHT LONG ⬆️️ = 100%

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""NASDAQ"", ""direction"": ""long"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
2026-09-17T14:24:01.199467+00:00,72110,"🇺🇸 NASDAQ INDEX
BOUGHT LONG ⬆️️ = 100%

ENTRY = 29410

STOP = 29332","{""is_signal"": true, ""action"": ""open"", ""index"": ""NASDAQ"", ""direction"": ""long"", ""entry_level"": 29410.0, ""stop_level"": 29332.0, ""target_level"": null}",levels_aktualisiert
2026-09-17T16:41:27+00:00,72111,SL in Nasdaq to 29375.0,"{""is_signal"": false, ""action"": null, ""index"": null, ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",kein_signal
2026-09-17T16:46:44+00:00,72112,"CLOSE TRADE ALERT 

🇺🇸 CLOSING NASDAQ INDEX trade now","{""is_signal"": true, ""action"": ""close"", ""index"": ""NASDAQ"", ""direction"": null, ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_geschlossen
2026-09-17T16:46:46+00:00,72113,"🇺🇸 NASDAQ INDEX
BOUGHT LONG ⬆️️ = 100%

ENTRY = 

STOP =","{""is_signal"": true, ""action"": ""open"", ""index"": ""NASDAQ"", ""direction"": ""long"", ""entry_level"": null, ""stop_level"": null, ""target_level"": null}",trade_eroeffnet
